,name,label
0,./new_compose/fake/0003_01_08_03_293.jpg,0.0
1,./new_compose/real/0015_01_05_03_143.jpg,1.0
2,./new_compose/fake/0012_01_08_03_494.jpg,0.0
3,./new_compose/real/0007_01_00_02_202.jpg,1.0
4,./new_compose/real/0012_01_07_03_193.jpg,1.0
5,./new_compose/fake/0007_01_00_01_428.jpg,0.0
6,./new_compose/fake/0015_01_01_03_320.jpg,0.0
7,./new_compose/real/0012_01_07_03_148.jpg,1.0
8,./new_compose/fake/0007_01_03_03_228.jpg,0.0
9,./new_compose/fake/0009_01_01_03_76.jpg,0.0
10,./new_compose/fake/0002_01_08_03_385.jpg,0.0
11,./new_compose/fake/0005_00_00_01_498.jpg,0.0
12,./new_compose/real/0009_01_00_02_429.jpg,1.0
13,./new_compose/fake/0009_01_01_03_299.jpg,0.0
14,./new_compose/fake/0002_01_01_03_228.jpg,0.0
15,./new_compose/fake/0011_01_04_03_372.jpg,0.0
16,./new_compose/real/0001_00_00_01_387.jpg,1.0
17,./new_compose/fake/0008_00_03_02_478.jpg,0.0
18,./new_compose/real/0014_01_06_03_150.jpg,1.0
19,./new_compose/fake/0001_00_04_03_479.jpg,0.0
20,./new_compose/real/0007_01_05_03_44.jpg,1.0
21,./new_compose/fake/0006_00_02_03_7.jpg,0.0
22,./new_compose/fake/0001_00_08_03_299.jpg,0.0
23,./new_compose/real/0013_01_07_03_53.jpg,1.0
24,./new_compose/real/0012_01_07_03_276.jpg,1.0
25,./new_compose/fake/0007_01_01_02_369.jpg,0.0
26,./new_compose/fake/0009_01_02_03_158.jpg,0.0
27,./new_compose/fake/0012_01_01_03_28.jpg,0.0
28,./new_compose/real/0011_01_07_03_418.jpg,1.0
29,./new_compose/fake/0012_01_04_03_468.jpg,0.0
30,./new_compose/fake/0005_00_02_03_190.jpg,0.0
31,./new_compose/real/0014_01_06_03_320.jpg,1.0
32,./new_compose/real/0013_01_07_03_221.jpg,1.0
33,./new_compose/fake/0016_01_08_03_340.jpg,0.0
34,./new_compose/fake/0016_01_08_03_396.jpg,0.0
35,./new_compose/fake/0005_00_08_03_217.jpg,0.0
36,./new_compose/fake/0002_01_02_03_405.jpg,0.0
37,./new_compose/fake/0003_01_00_01_427.jpg,0.0
38,./new_compose/fake/0016_01_02_03_358.jpg,0.0
39,./new_compose/fake/0015_01_01_03_118.jpg,0.0
40,./new_compose/fake/0008_00_03_03_214.jpg,0.0
41,./new_compose/real/0001_00_00_01_30.jpg,1.0
42,./new_compose/fake/0011_01_04_03_245.jpg,0.0
43,./new_compose/fake/0010_01_02_03_205.jpg,0.0
44,./new_compose/fake/0006_00_03_03_342.jpg,0.0
45,./new_compose/real/0004_01_06_03_425.jpg,1.0
46,./new_compose/real/0014_01_06_03_277.jpg,1.0
47,./new_compose/real/0011_01_07_03_154.jpg,1.0
48,./new_compose/real/0014_01_06_03_30.jpg,1.0
49,./new_compose/real/0011_01_07_03_433.jpg,1.0
50,./new_compose/real/0006_00_00_01_25.jpg,1.0
51,./new_compose/fake/0004_01_02_02_370.jpg,0.0
52,./new_compose/real/0005_00_00_01_95.jpg,1.0
53,./new_compose/fake/0014_01_08_03_244.jpg,0.0
54,./new_compose/real/0006_00_06_03_498.jpg,1.0
55,./new_compose/real/0014_01_06_03_283.jpg,1.0
56,./new_compose/fake/0007_01_00_01_311.jpg,0.0
57,./new_compose/fake/0007_01_04_03_104.jpg,0.0
58,./new_compose/real/0002_01_00_01_85.jpg,1.0
